Minutes,T1,T2
84,2340.4,4378.3
85,2344.7,4367.1
86,2346.7,4374.6
87,2338.2,4373.4
88,2341.7,4360.7
89,2339.2,4373.5
90,2345.6,4366.5
91,2340.3,4377.0
92,2344.6,4367.3
93,2347.4,4373.1
94,2339.9,4374.5
95,2347.4,4373.1
96,2338.9,4383.0
97,2337.9,4369.2
98,2345.9,4369.4
99,2345.2,4366.6
100,2344.1,4370.5
101,2340.6,4361.0
102,2339.0,4364.1
103,2337.4,4377.2
104,2342.3,4372.3
105,2340.8,4371.1
106,2347.8,4372.3
107,2341.8,4368.6
108,2328.1,4370.9
109,2333.1,4369.4
110,2339.1,4373.3
111,2340.1,4368.0
112,2335.8,4366.0
113,2350.3,4378.3
114,2349.7,4364.8
115,2338.9,4367.9
116,2348.0,4373.7
117,2346.8,4377.4
118,2344.6,4376.2
119,2337.7,4374.3
120,2340.7,4368.0
121,2341.2,4374.7
122,2343.8,4366.5
123,2334.8,4365.0
124,2337.3,4374.1
125,2343.2,4372.1
126,2338.2,4368.5
127,2344.5,4371.9
128,2343.4,4386.1
129,2346.3,4365.6
130,2341.3,4370.6
131,2334.7,4371.5
132,2351.2,4372.5
133,2338.6,4371.0
134,2340.7,4360.3
135,2340.0,4367.1
136,2349.8,4376.1
137,2346.2,4363.1
138,2339.9,4376.5
139,2334.6,4376.5
140,2347.5,4366.7
141,2345.7,4360.2
142,2351.1,4368.7
143,2341.9,4363.8
144,2347.5,4371.0
145,2339.6,4372.3
146,2345.0,4374.6
147,2337.2,4364.0
148,2327.7,4371.2
149,2342.5,4366.1
150,2350.4,4374.5
151,2348.8,4368.8
152,2344.3,4372.5
153,2344.2,4358.7
154,2345.5,4365.8
155,2351.7,4365.7
156,2338.6,4377.1
157,2340.6,4366.0
158,2342.7,4373.6
159,2338.0,4370.0
160,2348.3,4372.1
161,2344.2,4379.2
162,2345.8,4369.9
163,2341.9,4367.4
164,2344.7,4365.6
165,2335.5,4362.5
166,2333.9,4382.0
167,2347.7,4374.2
168,2339.5,4364.2
169,2346.1,4363.2
170,2349.0,4367.6
171,2345.8,4376.0
172,2341.2,4365.5
173,2345.4,4374.0
174,2337.9,4372.9
175,2349.6,4372.8
176,2340.2,4370.0
177,2333.6,4376.3
178,2332.4,4378.1
179,2333.5,4370.8
180,2333.9,4371.9
181,2328.5,4359.3
182,2344.1,4368.8
183,2336.3,4371.1
184,2326.5,4360.0
185,2338.1,4372.7
186,2348.4,4366.1
187,2347.7,4370.8
188,2338.5,4363.4
189,2338.7,4371.6
190,2337.2,4378.7
191,2335.2,4371.2
192,2340.4,4370.8
193,2340.1,4377.4
194,2341.6,4374.4
195,2339.3,4375.9
196,2343.8,4361.1
197,2328.8,4370.7
198,2348.7,4366.9
199,2341.1,4367.4
200,2345.8,4361.4
201,2347.7,4374.2
202,2343.5,4364.7
203,2335.1,4373.2
204,2345.8,4359.9
205,2347.9,4368.8
206,2337.9,4369.2
207,2332.4,4362.2
208,2347.9,4376.6
209,2353.8,4366.4
210,2345.9,4374.8
211,2326.2,4365.1
212,2340.4,4375.1
213,2342.6,4377.3
214,2338.1,4365.0
215,2335.8,4362.0
216,2340.3,4375.0
217,2345.5,4375.5
218,2337.7,4363.9
219,2337.4,4370.9
220,2338.1,4367.8
221,2334.6,4370.5
222,2347.3,4365.4
223,2343.5,4368.7
224,2337.7,4368.4
225,2346.7,4362.8
226,2331.3,4373.7
227,2340.6,4368.4
228,2344.6,4363.0
229,2347.0,4376.4
230,2333.0,4363.6
231,2339.1,4361.1
232,2342.0,4365.4
233,2344.0,4371.3
234,2341.7,4370.1
235,2337.4,4362.8
236,2351.6,4378.1
237,2343.4,4361.3
238,2338.3,4366.1
239,2333.1,4371.1
240,2342.4,4371.8
241,2354.9,4374.2
242,2336.4,4371.0
243,2347.3,4371.7
244,2339.3,4373.3
245,2331.0,4367.7
246,2343.8,4365.4
247,2347.3,4367.6
248,2347.2,4376.1
249,2346.3,4374.6
250,2335.8,4375.9
251,2341.4,4366.7
252,2345.4,4371.4
253,2345.6,4361.1
254,2335.4,4366.9
255,2341.6,4371.8
256,2334.4,4367.0
257,2344.9,4379.0
258,2337.4,4366.2
259,2342.8,4382.2
260,2340.6,4363.5
261,2336.3,4373.5
262,2347.8,4368.6
263,2343.6,4365.6
264,2344.4,4373.2
265,2341.0,4366.9
266,2338.9,4376.5
267,2339.9,4377.5
268,2332.7,4367.7
269,2337.9,4378.2
270,2346.5,4369.4
271,2338.2,4377.4
272,2341.7,4372.1
273,2345.0,4365.3
274,2337.3,4372.1
275,2341.8,4373.5
276,2339.6,4365.7
277,2345.1,4362.4
278,2340.5,4371.9
279,2343.3,4365.6
280,2338.7,4369.3
281,2343.2,4367.9
282,2337.3,4369.7
283,2340.6,4377.6
284,2341.4,4371.4
285,2354.4,4373.5
286,2335.8,4363.4
287,2337.6,4365.3
288,2334.4,4374.5
289,2341.8,4368.4
290,2335.1,4367.5
291,2346.1,4362.9
292,2351.7,4372.4
293,2342.0,4367.1
294,2339.9,4382.2
295,2348.6,4376.3
296,2342.7,4378.9
297,2344.0,4379.7
298,2332.7,4371.2
299,2344.5,4362.3
300,2339.7,4368.6
301,2348.1,4369.3
302,2345.5,4372.8
303,2339.8,4371.3
304,2339.9,4373.5
305,2350.4,4370.3
306,2335.1,4380.7
307,2345.7,4372.4
308,2343.3,4374.5
309,2345.0,4360.2
310,2351.3,4372.0
311,2342.9,4375.7
312,2333.9,4367.1
313,2336.2,4376.2
314,2337.6,4367.8
315,2349.3,4373.5
316,2344.0,4373.1
317,2343.9,4372.9
318,2346.2,4371.1
319,2335.8,4364.6
320,2337.1,4360.1
321,2342.3,4369.9
322,2329.5,4370.0
323,2341.3,4373.5
324,2344.5,4368.7
325,2342.5,4381.9
326,2337.3,4369.0
327,2337.6,4374.6
328,2341.3,4368.0
329,2347.7,4366.9
330,2347.4,4368.2
331,2344.3,4375.4
332,2343.4,4368.0
333,2349.9,4377.1
334,2347.8,4371.7
335,2342.1,4363.4
336,2345.6,4362.1
337,2333.5,4362.5
338,2355.4,4372.0
339,2343.1,4374.8
340,2343.1,4364.8
341,2337.7,4363.4
342,2337.2,4369.6
343,2334.6,4366.0
344,2349.3,4374.0
345,2336.2,4370.2
346,2330.4,4377.0
347,2338.6,4365.3
348,2345.1,4375.8
349,2345.5,4366.4
350,2343.2,4374.6
351,2341.8,4376.8
352,2339.2,4372.5
353,2343.1,4373.8
354,2350.3,4380.5
355,2337.1,4376.1
356,2339.1,4364.0
357,2344.4,4382.1
358,2331.2,4374.2
359,2337.4,4375.6
360,2342.1,4384.3
361,2333.4,4364.4
362,2348.5,4371.6
363,2340.9,4371.1
364,2343.7,4374.7
365,2340.2,4369.2
366,2344.8,4368.9
367,2344.2,4376.1
368,2345.1,4372.0
369,2345.6,4361.5
370,2339.6,4372.2
371,2341.5,4383.1
372,2347.1,4370.8
373,2343.7,4376.3
374,2343.1,4379.8
375,2339.3,4371.1
376,2344.3,4372.2
377,2334.1,4361.7
378,2341.3,4376.3
379,2345.2,4371.3
380,2347.9,4367.8
381,2335.1,4375.2
382,2341.5,4376.2
383,2340.3,4372.0
384,2344.0,4365.1
385,2340.1,4361.7
386,2342.2,4376.5
387,2350.4,4370.6
388,2344.9,4373.5
389,2357.6,4369.2
390,2335.7,4379.1
391,2345.8,4373.8
392,2349.3,4371.6
393,2343.1,4366.6
394,2339.4,4366.9
395,2345.9,4369.7
396,2345.0,4361.7
397,2343.1,4370.0
398,2337.2,4373.3
399,2340.9,4370.7
400,2345.7,4364.5
401,2349.2,4373.3
402,2348.8,4379.9
403,2341.6,4377.8
404,2350.9,4369.9
405,2336.8,4364.1
406,2343.2,4371.1
407,2355.0,4374.2
408,2344.7,4371.2
409,2345.8,4369.5
410,2340.4,4361.7
411,2344.8,4378.8
412,2349.1,4367.6
413,2347.4,4366.3
414,2332.4,4372.5
415,2337.9,4358.9
416,2350.6,4374.9
417,2350.7,4384.6
418,2336.6,4378.6
419,2344.6,4371.8
420,2344.9,4377.2
421,2336.1,4367.4
422,2338.8,4366.4
423,2341.5,4388.7
424,2330.1,4363.5
425,2336.1,4366.6
426,2350.2,4377.6
427,2344.8,4369.6
428,2346.5,4367.5
429,2342.9,4376.4
430,2343.3,4369.7
431,2343.4,4382.0
432,2341.7,4371.3
433,2348.0,4369.2
434,2338.1,4374.1
435,2344.8,4365.2
436,2339.1,4375.6
437,2337.5,4373.2
438,2341.9,4368.4
439,2343.7,4381.5
440,2339.2,4363.1
441,2335.9,4376.9
442,2340.0,4374.5
443,2347.6,4374.1
444,2335.2,4376.3
445,2337.2,4371.7
446,2335.9,4374.1
447,2337.1,4372.2
448,2336.8,4371.4
449,2342.6,4364.5
450,2345.4,4368.0
451,2349.0,4363.3
452,2339.2,4378.0
453,2335.0,4372.7
454,2345.0,4370.0
455,2337.8,4366.7
456,2345.0,4363.0
457,2338.5,4363.4
458,2349.0,4367.4
459,2344.4,4374.5
460,2337.7,4371.9
461,2341.6,4364.2
462,2338.3,4367.9
463,2346.4,4372.2
464,2337.4,4370.9
465,2338.6,4375.4
466,2348.7,4365.9
467,2343.1,4370.7
468,2341.3,4381.5
469,2345.5,4376.5
470,2343.4,4366.5
471,2331.6,4364.1
472,2344.6,4376.9
473,2337.4,4379.1
474,2335.8,4375.2
475,2341.2,4365.7
476,2344.3,4367.3
477,2340.2,4371.3
478,2335.7,4384.3
479,2339.6,4369.2
480,2340.2,4370.8
481,2347.0,4361.7
482,2343.6,4374.4
483,2331.2,4373.7
484,2339.2,4375.2
485,2335.0,4367.9
486,2339.9,4366.7
487,2334.0,4368.4
488,2343.4,4367.3
489,2335.7,4355.5
490,2343.4,4370.6
491,2339.2,4374.4
492,2345.0,4376.6
493,2335.3,4367.7
494,2338.5,4366.6
495,2335.6,4369.4
496,2345.4,4368.8
497,2339.9,4372.6
498,2336.7,4367.7
499,2352.4,4365.3
500,2336.1,4365.6
501,2342.1,4373.2
502,2339.6,4370.4
503,2346.8,4370.6
504,2346.7,4369.1
505,2351.1,4379.5
506,2334.6,4383.6
507,2345.5,4363.2
508,2347.0,4367.6
509,2341.3,4367.2
510,2339.8,4366.3
511,2332.1,4360.9
512,2344.1,4373.2
513,2341.6,4369.8
514,2341.7,4366.5
515,2350.8,4366.8
516,2331.4,4369.1
517,2342.5,4364.4
518,2345.2,4370.1
519,2343.3,4370.4
520,2342.7,4363.2
521,2345.5,4375.0
522,2333.4,4374.7
523,2348.7,4371.8
524,2345.0,4362.8
525,2337.8,4372.2
526,2345.5,4373.1
527,2351.2,4378.5
528,2342.2,4365.5
529,2352.4,4378.1
530,2336.1,4376.2
531,2335.4,4368.7
532,2344.5,4371.8
533,2346.2,4370.5
534,2334.2,4365.7
535,2340.5,4369.2
536,2337.3,4368.4
537,2341.5,4362.1
538,2347.1,4370.8
539,2345.0,4366.3
540,2338.3,4366.4
541,2344.2,4365.4
542,2335.3,4367.7
543,2343.8,4360.3
544,2345.9,4373.0
545,2343.7,4371.0
546,2336.2,4368.6
547,2338.7,4367.4
548,2337.1,4367.9
549,2332.8,4365.5
550,2340.1,4369.5
551,2350.4,4370.6
552,2339.7,4374.1
553,2348.8,4367.3
554,2336.3,4368.5
555,2345.5,4371.2
556,2349.6,4372.3
557,2344.2,4362.9
558,2344.1,4367.0
559,2337.2,4372.5
560,2336.0,4376.9
561,2340.4,4364.4
562,2345.5,4368.7
563,2339.9,4378.5
564,2335.8,4370.4
565,2337.2,4371.0
566,2342.0,4367.5
567,2344.2,4362.3
568,2336.2,4379.7
569,2341.2,4368.3
570,2343.7,4373.3
571,2344.0,4369.4
572,2338.6,4362.7
573,2356.4,4367.6
574,2334.1,4356.4
575,2347.9,4368.8
576,2343.7,4375.0
577,2342.3,4367.6
578,2338.2,4366.2
579,2345.5,4380.9
580,2353.5,4365.2
581,2341.9,4371.3
582,2335.6,4374.5
583,2340.3,4370.5
584,2345.1,4376.0
585,2337.7,4370.3
586,2336.5,4374.9
587,2339.0,4364.7
588,2348.9,4365.1
589,2340.4,4362.7
590,2348.8,4365.6
591,2351.7,4367.9
592,2342.4,4370.8
593,2344.3,4362.6
594,2341.4,4367.6
595,2341.9,4375.1
596,2349.6,4362.7
597,2341.7,4363.2
598,2339.6,4368.3
599,2343.9,4370.0
